Name	gene	Chromosome	orf_classification
YGR175C	ERG1	7	Verified
YGR176W		7	Dubious
YGR177C	ATF2	7	Verified
YGR178C	PBP1	7	Verified
YGR179C	OKP1	7	Verified
YGR180C	RNR4	7	Verified
YGR181W	TIM13	7	Verified
YGR183C	QCR9	7	Verified
YGR184C	UBR1	7	Verified
YGR185C	TYS1	7	Verified
YGR186W	TFG1	7	Verified
YGR187C	HGH1	7	Verified
YGR188C	BUB1	7	Verified
YGR189C	CRH1	7	Verified
YGR190C		7	Dubious
YGR191W	HIP1	7	Verified
YGR192C	TDH3	7	Verified
YGR193C	PDX1	7	Verified
YGR194C	XKS1	7	Verified
YGR195W	SKI6	7	Verified
YGR196C	FYV8	7	Verified
YGR197C	SNG1	7	Verified
YGR198W	YPP1	7	Verified
YGR199W	PMT6	7	Verified
YGR200C	ELP2	7	
YGR201C		7	Uncharacterized
YGR202C	PCT1	7	Verified
YGR203W	YCH1	7	Verified
YGR204W	ADE3	7	Verified
YGR204C-A		7	Uncharacterized
YGR205W	TDA10	7	Verified
YGR206W	MVB12	7	Verified
YGR207C	CIR1	7	Verified
YGR208W	SER2	7	Verified
YGR209C	TRX2	7	Verified
YGR210C		7	Uncharacterized
YGR211W	ZPR1	7	Verified
YGR212W	SLI1	7	Verified
YGR213C	RTA1	7	Verified
YGR214W	RPS0A	7	Verified
YGR215W	RSM27	7	Verified
YGR216C	GPI1	7	Verified
YGR217W	CCH1	7	Verified
YGR218W	CRM1	7	Verified
YGR219W		7	Dubious
YGR220C	MRPL9	7	Verified
YGR221C	TOS2	7	Verified
YGR222W	PET54	7	Verified
YGR223C	HSV2	7	Verified
YGR224W	AZR1	7	Verified
YGR225W	AMA1	7	Verified
YGR226C		7	Dubious
YGR227W	DIE2	7	Verified
YGR227C-A	OTO1	7	Verified
YGR228W		7	Dubious
YGR229C	SMI1	7	Verified
YGR230W	BNS1	7	Verified
YGR231C	PHB2	7	Verified
YGR232W	NAS6	7	Verified
YGR233C	PHO81	7	Verified
YGR234W	YHB1	7	Verified
YGR235C	MIC26	7	Verified
YGR236C	SPG1	7	Verified
YGR237C		7	Uncharacterized
YGR238C	KEL2	7	Verified
YGR239C	PEX21	7	Verified
YGR240C	PFK1	7	Verified
YGR240C-A		7	Uncharacterized
YGR241C	YAP1802	7	Verified
YGR242W		7	Dubious
YGR243W	MPC3	7	Verified
YGR244C	LSC2	7	Verified
YGR245C	SDA1	7	Verified
YGR246C	BRF1	7	Verified
YGR247W	CPD1	7	Verified
YGR248W	SOL4	7	Verified
YGR249W	MGA1	7	Verified
YGR250C	RIE1	7	Verified
YGR251W	NOP19	7	Verified
YGR252W	GCN5	7	Verified
YGR253C	PUP2	7	Verified
YGR254W	ENO1	7	Verified
YGR255C	COQ6	7	Verified
YGR256W	GND2	7	Verified
YGR257C	MTM1	7	Verified
YGR258C	RAD2	7	Verified
YGR259C		7	Dubious
YGR260W	TNA1	7	Verified
YGR261C	APL6	7	Verified
YGR262C	BUD32	7	Verified
YGR263C	SAY1	7	Verified
YGR264C	MES1	7	Verified
YGR266W		7	Verified
YGR267C	FOL2	7	Verified
YGR268C	HUA1	7	Verified
YGR269W		7	Dubious
YGR270W	YTA7	7	Verified
YGR270C-A		7	Dubious
YGR271W	SLH1	7	Verified
YGR271C-A	EFG1	7	Verified
YGR273C		7	Uncharacterized
YGR274C	TAF1	7	Verified
YGR275W	RTT102	7	Verified
YGR276C	RNH70	7	Verified
YGR277C	CAB4	7	Verified
YGR278W	CWC22	7	Verified
YGR279C	SCW4	7	Verified
YGR280C	PXR1	7	Verified
YGR281W	YOR1	7	Verified
YGR282C	BGL2	7	Verified
YGR283C		7	Verified
YGR284C	ERV29	7	Verified
YGR285C	ZUO1	7	Verified
YGR286C	BIO2	7	Verified
YGR287C	IMA1	7	Verified
YGR288W	MAL13	7	Verified
YGR289C	MAL11	7	Verified
YGR290W		7	Dubious
YBR298C-A		7	Uncharacterized
YGR291C		7	Dubious
YBR299W	MAL32	7	Verified
YGR292W	MAL12	7	Verified
YBR301W	PAU24	7	Verified
YGR295C	COS6	7	Verified
YER188C-A		7	Uncharacterized
YDL244W	THI13	6	Verified
YFL055W	AGP3	6	Verified
YFL054C	AQY3	6	Uncharacterized
YFL053W	DAK2	6	Verified
YFL052W	ZNF1	6	Verified
YFL050C	ALR2	6	Verified
YFL049W	SWP82	6	Verified
YFL048C	EMP47	6	Verified
YFL047W	RGD2	6	Verified
YFL046W	FMP32	6	Verified
YFL045C	SEC53	6	Verified
YFL044C	OTU1	6	Verified
YFL042C	LAM5	6	Verified
YFL041W-A		6	Uncharacterized
YFL041W	FET5	6	Verified
YFL040W		6	Uncharacterized
YFL039C	ACT1	6	Verified
YFL038C	YPT1	6	Verified
YFL037W	TUB2	6	Verified
YFL036W	RPO41	6	Verified
YFL034C-B	MOB2	6	Verified
YFL034C-A	RPL22B	6	Verified
YFL034W	MIL1	6	Uncharacterized
YFL033C	RIM15	6	Verified
YFL031W	HAC1	6	Verified
YFL031C-A		6	Dubious
YFL030W	AGX1	6	Verified
YFL029C	CAK1	6	Verified
YFL028C	CAF16	6	Verified
YFL027C	GYP8	6	Verified
YFL026W	STE2	6	Verified
YFL025C	BST1	6	Verified
YFL024C	EPL1	6	Verified
YFL023W	BUD27	6	Verified
YFL022C	FRS2	6	Verified
YFL021C-A		6	Dubious
YFL021W	GAT1	6	Verified
YFL020C	PAU5	6	Verified
YFL019C		6	Uncharacterized
YIL082W		6	Dubious
YFL018C	LPD1	6	Verified
YFL017W-A	SMX2	6	Verified
YFL017C	GNA1	6	Verified
YFL016C	MDJ1	6	Verified
YFL014W	HSP12	6	Verified
YFL013W-A		6	Dubious
YFL013C	IES1	6	Verified
YFL012W		6	Uncharacterized
YFL011W	HXT10	6	Verified
YFL010W-A	AUA1	6	Verified
YFL010C	WWM1	6	Verified
YFL009W	CDC4	6	Verified
YFL008W	SMC1	6	Verified
YFL007W	BLM10	6	Verified
YFL005W	SEC4	6	Verified
YFL004W	VTC2	6	Verified
YFL003C	MSH4	6	Verified
YFL002C	SPB4	6	Verified
YFL001W	DEG1	6	Verified
YFR001W	LOC1	6	Verified
YFR002W	NIC96	6	Verified
YFR003C	YPI1	6	Verified
YFR004W	RPN11	6	Verified
YFR005C	SAD1	6	Verified
YFR006W		6	Uncharacterized
YFR007W	YFH7	6	Verified
YFR008W	FAR7	6	Verified
YFR009W	GCN20	6	Verified
YFR009W-A		6	Dubious
YFR010W	UBP6	6	Verified
YFR010W-A		6	Dubious
YFR011C	MIC19	6	Verified
YFR012W	DCV1	6	Verified
YFR012W-A		6	Uncharacterized
YFR013W	IOC3	6	Verified
YFR014C	CMK1	6	Verified
YFR015C	GSY1	6	Verified
YFR016C	AIP5	6	Verified
YFR017C	IGD1	6	Verified
YFR018C		6	Uncharacterized
YFR019W	FAB1	6	Verified
YFR020W	CSS2	6	Verified
YFR021W	ATG18	6	Verified
YFR022W	ROG3	6	Verified
YFR023W	PES4	6	Verified
YFR024C-A	LSB3	6	Verified
YFR025C	HIS2	6	Verified
YFR027W	ECO1	6	Verified
YFR028C	CDC14	6	Verified
YFR029W	PTR3	6	Verified
YFR030W	MET10	6	Verified
YFR031C	SMC2	6	Verified
YFR031C-A	RPL2A	6	Verified
YFR032C	RRT5	6	Uncharacterized
YFR032C-A	RPL29	6	Verified
YFR032C-B	MIN10	6	Uncharacterized
YFR033C	QCR6	6	Verified
YFR034C	PHO4	6	Verified
YFR036W	CDC26	6	Verified
YFR036W-A		6	Dubious
YFR037C	RSC8	6	Verified
YFR038W	IRC5	6	Verified
YFR039C	OSW7	6	Verified
YFR040W	SAP155	6	Verified
YFR041C	ERJ5	6	Verified
YFR042W	KEG1	6	Verified
YFR043C	IRC6	6	Verified
YFR044C	DUG1	6	Verified
YFR045W	MRX20	6	Uncharacterized
YFR046C	CNN1	6	Verified
YFR047C	BNA6	6	Verified
YFR048W	RMD8	6	Verified
YFR049W	YMR31	6	Verified
YFR050C	PRE4	6	Verified
YFR051C	RET2	6	Verified
YFR052W	RPN12	6	Verified
YFR053C	HXK1	6	Verified
YFR054C		6	Uncharacterized
YFR056C		6	Dubious
YDR543C		6	Dubious
YDR545W	YRF1-1	5	Verified
YER190W	YRF1-2	5	Verified
YGR296W	YRF1-3	5	Verified
YHL050C		5	Uncharacterized
YIL177C		5	Uncharacterized
YJL225C		5	Uncharacterized
YLL066C		5	Uncharacterized
YLR467W	YRF1-5	5	Verified
YML133C		5	Uncharacterized
YNL339C	YRF1-6	5	Verified
YOR396W	YRF1-8	5	Uncharacterized
YPL283C	YRF1-7	5	Verified
YPR204W		5	Verified
YBL113W-A		5	Dubious
YEL077W-A		5	Dubious
YER190C-B		5	Uncharacterized
YFL068W		5	Uncharacterized
YGR296C-B		5	Dubious
YHL050W-A		5	Dubious
YHR219C-A		5	Dubious
YIL177W-A		5	Dubious
YJL225W-A		5	Dubious
YLL066W-A		5	Dubious
YLL067W-A		5	Dubious
YLR466C-A		5	Dubious
YLR467C-A		5	Dubious
YML133W-B		5	Dubious
YNL339W-B		5	Dubious
YOR396C-A		5	Dubious
YPL283W-B		5	Dubious
YPR204C-A		5	Dubious
YDR545C-A		5	Dubious
YER190C-A		5	Dubious
YGR296C-A		5	Dubious
YML133W-A		5	Dubious
YNL339W-A		5	Dubious
YPL283W-A		5	Dubious
YEL073C		5	Uncharacterized
YEL072W	RMD6	5	Verified
YEL071W	DLD3	5	Verified
YEL070W	DSF1	5	Verified
YEL067C		5	Uncharacterized
YEL066W	HPA3	5	Verified
YEL065W	SIT1	5	Verified
YEL064C	AVT2	5	Verified
YEL063C	CAN1	5	Verified
YEL062W	NPR2	5	Verified
YEL061C	CIN8	5	Verified
YEL060C	PRB1	5	Verified
YEL059C-A	SOM1	5	Verified
YEL058W	PCM1	5	Verified
YEL057C	SDD1	5	Verified
YEL056W	HAT2	5	Verified
YEL055C	POL5	5	Verified
YEL054C	RPL12A	5	Verified
YEL053W-A		5	Dubious
YEL053C	MAK10	5	Verified
YEL052W	AFG1	5	Verified
YEL051W	VMA8	5	Verified
YEL050W-A		5	Dubious
YEL050C	RML2	5	Verified
YEL049W	PAU2	5	Verified
YEL048C	TCA17	5	Verified
YEL047C	FRD1	5	Verified
YEL046C	GLY1	5	Verified
YEL044W	IES6	5	Verified
YEL043W	GTA1	5	Verified
YEL042W	GDA1	5	Verified
YEL041W	YEF1	5	Verified
YEL040W	UTR2	5	Verified
YEL039C	CYC7	5	Verified
YEL038W	UTR4	5	Verified
YEL037C	RAD23	5	Verified
YEL036C	ANP1	5	Verified
YEL035C	UTR5	5	Uncharacterized
YEL034C-A		5	Dubious
YEL034W	HYP2	5	Verified
YEL033W	MTC7	5	Uncharacterized
YEL032W	MCM3	5	Verified
YEL032C-A		5	Dubious
YEL031W	SPF1	5	Verified
YEL030C-A		5	Dubious
YEL030W	ECM10	5	Verified
YEL029C	BUD16	5	Verified
YEL028W		5	Uncharacterized
YEL027W	VMA3	5	Verified
YEL026W	SNU13	5	Verified
YEL025C		5	Uncharacterized
YEL024W	RIP1	5	Verified
YEL023C		5	Uncharacterized
YEL022W	GEA2	5	Verified
YEL021W	URA3	5	Verified
YEL020C-B		5	Dubious
YEL020W-A	TIM9	5	Verified
YEL020C	PXP1	5	Verified
YEL019C	MMS21	5	Verified
YEL018C-A		5	Dubious
YEL018W	EAF5	5	Verified
YEL017C-A	PMP2	5	Verified
YEL017W	GTT3	5	Verified
YEL016C	NPP2	5	Verified
YEL015W	EDC3	5	Verified
YEL014C		5	Uncharacterized
YEL013W	VAC8	5	Verified
YEL012W	UBC8	5	Verified
YEL011W	GLC3	5	Verified
YEL009C	GCN4	5	Verified
YEL008W		5	Uncharacterized
YEL008C-A		5	Dubious
YEL007W	MIT1	5	Verified
YEL006W	YEA6	5	Verified
YEL005C	VAB2	5	Verified
YEL004W	YEA4	5	Verified
YEL003W	GIM4	5	Verified
YEL002C	WBP1	5	Verified
YEL001C	IRC22	5	Verified
YER001W	MNN1	5	Verified
YER002W	NOP16	5	Verified
YER003C	PMI40	5	Verified
YER004W	FMP52	5	Verified
YER005W	YND1	5	Verified
YER006W	NUG1	5	Verified
YER006C-A		5	Dubious
YER007W	PAC2	5	Verified
YER007C-A	TMA20	5	Verified
YER008C	SEC3	5	Verified
YER009W	NTF2	5	Verified
YER010C		5	Verified
YER011W	TIR1	5	Verified
YER012W	PRE1	5	Verified
YER013W	PRP22	5	Verified
YER014W	HEM14	5	Verified
YER014C-A	BUD25	5	Verified
YER015W	FAA2	5	Verified
YER016W	BIM1	5	Verified
YER017C	AFG3	5	Verified
YER018C	SPC25	5	Verified
YER019W	ISC1	5	Verified
YER019C-A	SBH2	5	Verified
YER020W	GPA2	5	Verified
YER021W	RPN3	5	Verified
YER022W	SRB4	5	Verified
YER023W	PRO3	5	Verified
YER023C-A		5	Dubious
YER024W	YAT2	5	Verified
YER025W	GCD11	5	Verified
YER026C	CHO1	5	Verified
YER027C	GAL83	5	Verified
YER028C	MIG3	5	Verified
YER029C	SMB1	5	Verified
YER030W	CHZ1	5	Verified
YER031C	YPT31	5	Verified
YER032W	FIR1	5	Verified
YER033C	ZRG8	5	Verified
YER034W		5	Verified
YER035W	EDC2	5	Verified
YER036C	ARB1	5	Verified
YER037W	PHM8	5	Verified
YER038C	KRE29	5	Verified
YER038W-A	FMP49	5	Uncharacterized
YER039C	HVG1	5	Verified
YER040W	GLN3	5	Verified
YER041W	YEN1	5	Verified
YER042W	MXR1	5	Verified
YER043C	SAH1	5	Verified
YER044C	ERG28	5	Verified
YER044C-A	MEI4	5	Verified
YER045C	ACA1	5	Verified
YER046W	SPO73	5	Verified
YER047C	SAP1	5	Verified
YER048C	CAJ1	5	Verified
YER048W-A	ISD11	5	Verified
YER049W	TPA1	5	Verified
YER050C	RSM18	5	Verified
YER051W	JHD1	5	Verified
YER052C	HOM3	5	Verified
YER053C	PIC2	5	Verified
YER053C-A		5	Verified
YER054C	GIP2	5	Verified
YER055C	HIS1	5	Verified
YER056C	FCY2	5	Verified
YER056C-A	RPL34A	5	Verified
YER057C	HMF1	5	Verified
YER058W	PET117	5	Verified
YER059W	PCL6	5	Verified
YER060W	FCY21	5	Verified
YER060W-A	FCY22	5	Verified
YER061C	CEM1	5	Verified
YER062C	GPP2	5	Verified
YER063W	THO1	5	Verified
YER064C	VHR2	5	Verified
YER065C	ICL1	5	Verified
YER066W	RRT13	5	Uncharacterized
YER067W	RGI1	5	Verified
YER067C-A		5	Dubious
YER068W	MOT2	5	Verified
YER068C-A		5	Dubious
YER069W	ARG5%2C6	5	Verified
YER070W	RNR1	5	Verified
YER071C	TDA2	5	Verified
YER072W	VTC1	5	Verified
YER073W	ALD5	5	Verified
YER074W	RPS24A	5	Verified
YER074W-A	YOS1	5	Verified
YER075C	PTP3	5	Verified
YER076C		5	Uncharacterized
YER076W-A		5	Dubious
YER077C	MRX1	5	Uncharacterized
YER078C	ICP55	5	Verified
YER078W-A		5	Uncharacterized
YER079W		5	Uncharacterized
YER079C-A		5	Dubious
YER080W	AIM9	5	Verified
YER081W	SER3	5	Verified
YER082C	UTP7	5	Verified
YER083C	GET2	5	Verified
YER084W		5	Uncharacterized
YER084W-A		5	Dubious
YER085C		5	Uncharacterized
YER086W	ILV1	5	Verified
YER087W	AIM10	5	Verified
YER087C-A		5	Dubious
YER087C-B	SBH1	5	Verified
YER088C	DOT6	5	Verified
YER088C-A		5	Dubious
YER088W-B		5	Dubious
YER089C	PTC2	5	Verified
YER090W	TRP2	5	Verified
YER090C-A		5	Dubious
YER091C	MET6	5	Verified
YER091C-A		5	Dubious
YER092W	IES5	5	Verified
YER093C	TSC11	5	Verified
YER093C-A	AIM11	5	Verified
YER094C	PUP3	5	Verified
YER095W	RAD51	5	Verified
YER096W	SHC1	5	Verified
YER098W	UBP9	5	Verified
YER099C	PRS2	5	Verified
YER100W	UBC6	5	Verified
YER101C	AST2	5	Verified
YER102W	RPS8B	5	Verified
YER103W	SSA4	5	Verified
YER104W	RTT105	5	Verified
YER105C	NUP157	5	Verified
YER106W	MAM1	5	Verified
YER107C	GLE2	5	Verified
YER107W-A		5	Dubious
YER110C	KAP123	5	Verified
YER111C	SWI4	5	Verified
YER112W	LSM4	5	Verified
YER113C	TMN3	5	Verified
YER114C	BOI2	5	Verified
YER115C	SPR6	5	Verified
YER116C	SLX8	5	Verified
YER117W	RPL23B	5	Verified
YER118C	SHO1	5	Verified
YER119C	AVT6	5	Verified
YER120W	SCS2	5	Verified
YER121W		5	Uncharacterized
YER122C	GLO3	5	Verified
YER123W	YCK3	5	Verified
YER124C	DSE1	5	Verified
YER125W	RSP5	5	Verified
YER126C	NSA2	5	Verified
YER127W	LCP5	5	Verified
YER128W	VFA1	5	Verified
YER129W	SAK1	5	Verified
YER130C	COM2	5	Verified
YER131W	RPS26B	5	Verified
YER132C	PMD1	5	Verified
YER133W	GLC7	5	Verified
YER133W-A		5	Dubious
YER134C		5	Verified
YER135C		5	Uncharacterized
YER136W	GDI1	5	Verified
YER137C		5	Verified
YER137W-A		5	Dubious
YER139C	RTR1	5	Verified
YER140W	EMP65	5	Verified
YER141W	COX15	5	Verified
YER142C	MAG1	5	Verified
YER143W	DDI1	5	Verified
YER144C	UBP5	5	Verified
YER145C	FTR1	5	Verified
YER145C-A		5	Uncharacterized
YER146W	LSM5	5	Verified
YER147C	SCC4	5	Verified
YER147C-A		5	Dubious
YER148W	SPT15	5	Verified
YER148W-A		5	Dubious
YER149C	PEA2	5	Verified
YER150W	SPI1	5	Verified
YER151C	UBP3	5	Verified
YER152C		5	Verified
YER152W-A		5	Dubious
YER153C	PET122	5	Verified
YER154W	OXA1	5	Verified
YER155C	BEM2	5	Verified
YER156C	MYG1	5	Verified
YER157W	COG3	5	Verified
YER158C		5	Uncharacterized
YER158W-A		5	Dubious
YER159C	BUR6	5	Verified
YER161C	SPT2	5	Verified
YER162C	RAD4	5	Verified
YER163C	GCG1	5	Verified
YER164W	CHD1	5	Verified
YER165W	PAB1	5	Verified
YER165C-A		5	Dubious
YER166W	DNF1	5	Verified
YER167W	BCK2	5	Verified
YER168C	CCA1	5	Verified
YER169W	RPH1	5	Verified
YER170W	ADK2	5	Verified
YER171W	RAD3	5	Verified
YER172C	BRR2	5	Verified
YER172C-A		5	Dubious
YER173W	RAD24	5	Verified
YER174C	GRX4	5	Verified
YER175C	TMT1	5	Verified
YER175W-A		5	Uncharacterized
YER176W	ECM32	5	Verified
YER177W	BMH1	5	Verified
YER178W	PDA1	5	Verified
YER179W	DMC1	5	Verified
YER180C	ISC10	5	Verified
YER180C-A	SLO1	5	Verified
YER181C		5	Verified
YER182W	FMP10	5	Uncharacterized
YER183C	FAU1	5	Verified
YER184C	TOG1	5	Verified
YER185W	PUG1	5	Verified
YER186C		5	Uncharacterized
YER187W		5	Uncharacterized
YIL172C	IMA3	10	Verified
YJL219W	HXT9	10	Verified
YJL218W		10	Uncharacterized
YJL217W	REE1	10	Verified
YKR102W	FLO10	11	Verified
YKR105C	VBA5	11	Verified
YCL073C	GEX1	11	Verified
YGL262W		12	Uncharacterized
YBL108C-A	PAU9	12	Verified
YGL260W		12	Uncharacterized
YLL062C	MHT1	12	Verified
YLL061W	MMP1	12	Verified
YLL060C	GTT2	12	Verified
YLL056C		12	Verified
YLL055W	YCT1	12	Verified
YLL054C		12	Uncharacterized
YLL053C		12	Uncharacterized
YLL052C	AQY2	12	Verified
YLL051C	FRE6	12	Verified
YLL050C	COF1	12	Verified
YLL049W	LDB18	12	Verified
YLL048C	YBT1	12	Verified
YLL046C	RNP1	12	Verified
YLL045C	RPL8B	12	Verified
YLL044W		12	Dubious
YLL043W	FPS1	12	Verified
YLL042C	ATG10	12	Verified
YLL041C	SDH2	12	Verified
YLL040C	VPS13	12	Verified
YLL039C	UBI4	12	Verified
YLL038C	ENT4	12	Verified
YLL037W		12	Dubious
YLL036C	PRP19	12	Verified
YLL035W	GRC3	12	Verified
YLL034C	RIX7	12	Verified
YLL033W	IRC19	12	Verified
YLL032C		12	Verified
YLL031C	GPI13	12	Verified
YLL029W	FRA1	12	Verified
YLL028W	TPO1	12	Verified
YLL027W	ISA1	12	Verified
YLL026W	HSP104	12	Verified
YLL025W	PAU17	12	Verified
YLL024C	SSA2	12	Verified
YLL023C	POM33	12	Verified
YLL022C	HIF1	12	Verified
YLL021W	SPA2	12	Verified
YLL019C	KNS1	12	Verified
YLL019W-A		12	Dubious
YLL018C-A	COX19	12	Verified
YLL018C	DPS1	12	Verified
YLL015W	BPT1	12	Verified
YLL014W	EMC6	12	Verified
YLL013C	PUF3	12	Verified
YLL012W	YEH1	12	Verified
YLL011W	SOF1	12	Verified
YLL010C	PSR1	12	Verified
YLL009C	COX17	12	Verified
YLL008W	DRS1	12	Verified
YLL007C	LMO1	12	Verified
YLL006W	MMM1	12	Verified
YLL005C	SPO75	12	Verified
YLL004W	ORC3	12	Verified
YLL003W	SFI1	12	Verified
YLL002W	RTT109	12	Verified
YLL001W	DNM1	12	Verified
YLR001C		12	Uncharacterized
YLR002C	NOC3	12	Verified
YLR003C	CMS1	12	Verified
YLR004C	THI73	12	Verified
YLR005W	SSL1	12	Verified
YLR006C	SSK1	12	Verified
YLR007W	NSE1	12	Verified
YLR008C	PAM18	12	Verified
YLR009W	RLP24	12	Verified
YLR010C	TEN1	12	Verified
YLR011W	LOT6	12	Verified
YLR012C		12	Uncharacterized
YLR013W	GAT3	12	Verified
YLR014C	PPR1	12	Verified
YLR015W	BRE2	12	Verified
YLR016C	PML1	12	Verified
YLR017W	MEU1	12	Verified
YLR018C	POM34	12	Verified
YLR019W	PSR2	12	Verified
YLR020C	YEH2	12	Verified
YLR021W	IRC25	12	Verified
YLR022C	SDO1	12	Verified
YLR023C	IZH3	12	Verified
YLR024C	UBR2	12	Verified
YLR025W	SNF7	12	Verified
YLR026C	SED5	12	Verified
YLR027C	AAT2	12	Verified
YLR028C	ADE16	12	Verified
YLR029C	RPL15A	12	Verified
YLR031W		12	Uncharacterized
YLR032W	RAD5	12	Verified
YLR033W	RSC58	12	Verified
YLR034C	SMF3	12	Verified
YLR035C	MLH2	12	Verified
YLR037C	PAU23	12	Verified
YLR038C	COX12	12	Verified
YLR039C	RIC1	12	Verified
YLR040C	AFB1	12	Verified
YLR041W		12	Dubious
YLR042C	NFG1	12	Verified
YLR043C	TRX1	12	Verified
YLR044C	PDC1	12	Verified
YLR045C	STU2	12	Verified
YLR046C		12	Uncharacterized
YLR047C	FRE8	12	Verified
YLR048W	RPS0B	12	Verified
YLR049C	MLO50	12	Uncharacterized
YLR050C	EMA19	12	Verified
YLR051C	FCF2	12	Verified
YLR052W	IES3	12	Verified
YLR053C		12	Uncharacterized
YLR054C	OSW2	12	Verified
YLR055C	SPT8	12	Verified
YLR056W	ERG3	12	Verified
YLR057W	MNL2	12	Verified
YLR058C	SHM2	12	Verified
YLR059C	REX2	12	Verified
YLR060W	FRS1	12	Verified
YLR061W	RPL22A	12	Verified
YLR062C	BUD28	12	Dubious
YLR063W	BMT6	12	Verified
YLR064W	PER33	12	Verified
YLR065C	SND2	12	Verified
YLR066W	SPC3	12	Verified
YLR067C	PET309	12	Verified
YLR068W	FYV7	12	Verified
YLR069C	MEF1	12	Verified
YLR070C	XYL2	12	Verified
YLR071C	RGR1	12	Verified
YLR072W	LAM6	12	Verified
YLR073C	RFU1	12	Verified
YLR074C	BUD20	12	Verified
YLR075W	RPL10	12	Verified
YLR076C		12	Dubious
YLR077W	FMP25	12	Verified
YLR078C	BOS1	12	Verified
YLR079W	SIC1	12	Verified
YLR080W	EMP46	12	Verified
YLR081W	GAL2	12	Verified
YLR082C	SRL2	12	Verified
YLR083C	EMP70	12	Verified
YLR084C	RAX2	12	Verified
YLR085C	ARP6	12	Verified
YLR086W	SMC4	12	Verified
YLR087C	CSF1	12	Verified
YLR088W	GAA1	12	Verified
YLR089C	ALT1	12	Verified
YLR090W	XDJ1	12	Verified
YLR091W	GEP5	12	Verified
YLR092W	SUL2	12	Verified
YLR093C	NYV1	12	Verified
YLR094C	GIS3	12	Verified
YLR095C	IOC2	12	Verified
YLR096W	KIN2	12	Verified
YLR097C	HRT3	12	Verified
YLR098C	CHA4	12	Verified
YLR099C	ICT1	12	Verified
YLR099W-A	MIM2	12	Verified
YLR100W	ERG27	12	Verified
YLR101C		12	Dubious
YLR102C	APC9	12	Verified
YLR103C	CDC45	12	Verified
YLR104W	LCL2	12	Uncharacterized
YLR105C	SEN2	12	Verified
YLR106C	REA1	12	Verified
YLR107W	REX3	12	Verified
YLR108C		12	Verified
YLR109W	AHP1	12	Verified
YLR110C	CCW12	12	Verified
YLR112W		12	Uncharacterized
YLR113W	HOG1	12	Verified
YLR114C	AVL9	12	Verified
YLR115W	CFT2	12	Verified
YLR116W	MSL5	12	Verified
YLR117C	CLF1	12	Verified
YLR118C	TML25	12	Verified
YLR120C	YPS1	12	Verified
YLR120W-A		12	Dubious
YLR121C	YPS3	12	Verified
YLR122C		12	Uncharacterized
YLR123C		12	Dubious
YLR125W		12	Uncharacterized
YLR126C		12	Verified
YLR127C	APC2	12	Verified
YLR128W	DCN1	12	Verified
YLR129W	DIP2	12	Verified
YLR130C	ZRT2	12	Verified
YLR131C	ACE2	12	Verified
YLR132C	USB1	12	
YLR133W	CKI1	12	Verified
YLR134W	PDC5	12	Verified
YLR135W	SLX4	12	Verified
YLR136C	TIS11	12	Verified
YLR137W	RKM5	12	Verified
YLR138W	NHA1	12	Verified
YLR139C	SLS1	12	Verified
YLR140W		12	Dubious
YLR141W	RRN5	12	Verified
YLR142W	PUT1	12	Verified
YLR143W	DPH6	12	Verified
YLR144C	ACF2	12	Verified
YLR145W	RMP1	12	Verified
YLR146C	SPE4	12	Verified
YLR146W-A		12	Verified
YLR147C	SMD3	12	Verified
YLR148W	PEP3	12	Verified
YLR149C		12	Verified
YLR149C-A		12	Dubious
YLR150W	STM1	12	Verified
YLR151C	PCD1	12	Verified
YLR152C		12	Uncharacterized
YLR153C	ACS2	12	Verified
YLR154C	RNH203	12	Verified
YLR154W-A		12	Dubious
YLR154C-G		12	Uncharacterized
YLL065W		12	Dubious
YGL263W	COS12	12	Verified
YBL108C-A	PAU9	12	Verified
YGL260W		12	Uncharacterized
YLL063C	AYT1	12	Verified
YLL062C	MHT1	12	Verified
YLL060C	GTT2	12	Verified
YLL059C		12	Dubious
YLL057C	JLP1	12	Verified
YLL056C		12	Verified
YML131W		13	Verified
YML130C	ERO1	13	Verified
YML129C	COX14	13	Verified
YML128C	MSC1	13	Verified
YML127W	RSC9	13	Verified
YML126C	ERG13	13	Verified
YML125C	PGA3	13	Verified
YML124C	TUB3	13	Verified
YML123C	PHO84	13	Verified
YML122C		13	Uncharacterized
YML121W	GTR1	13	Verified
YML120C	NDI1	13	Verified
YML119W		13	Uncharacterized
YML118W	NGL3	13	Verified
YML117W	NAB6	13	Verified
YML116W-A		13	Dubious
YML116W	ATR1	13	Verified
YML115C	VAN1	13	Verified
YML114C	TAF8	13	Verified
YML113W	DAT1	13	Verified
YML112W	CTK3	13	Verified
YML111W	BUL2	13	Verified
YML110C	COQ5	13	Verified
YML109W	ZDS2	13	Verified
YML108W		13	Verified
YML107C	PML39	13	Verified
YML106W	URA5	13	Verified
YML105C	SEC65	13	Verified
YML104C	MDM1	13	Verified
YML103C	NUP188	13	Verified
YML102W	CAC2	13	Verified
YML101C-A		13	Dubious
YML101C	CUE4	13	Verified
YML100W	TSL1	13	Verified
YML099W-A		13	Dubious
YML099C	ARG81	13	Verified
YML098W	TAF13	13	Verified
YML097C	VPS9	13	Verified
YML096W		13	Uncharacterized
YML095C	RAD10	13	Verified
YML094C-A		13	Dubious
YML094W	GIM5	13	Verified
