Name	gene	Chromosome
YNL321W	VNX1	14
YNL317W	PFS2	14
YNL315C	ATP11	14
YNL313C	EMW1	14
YNL312W	RFA2	14
YNL311C	SKP2	14
YNL310C	ZIM17	14
YNL309W	STB1	14
YNL308C	KRI1	14
YNL307C	MCK1	14
YNL306W	MRPS18	14
YNL305C	BXI1	14
YNL304W	YPT11	14
YNL302C	RPS19B	14
YNL301C	RPL18B	14
YNL299W	TRF5	14
YNL298W	CLA4	14
YNL297C	MON2	14
YNL294C	RIM21	14
YNL293W	MSB3	14
YNL292W	PUS4	14
YNL291C	MID1	14
YNL290W	RFC3	14
YNL289W	PCL1	14
YNL288W	CAF40	14
YNL287W	SEC21	14
YNL286W	CUS2	14
YNL284C	MRPL10	14
YNL283C	WSC2	14
YNL282W	POP3	14
YNL281W	HCH1	14
YNL280C	ERG24	14
YNL279W	PRM1	14
YNL278W	CAF120	14
YNL277W	MET2	14
YNL275W	BOR1	14
YNL274C	GOR1	14
YNL273W	TOF1	14
YNL272C	SEC2	14
YNL271C	BNI1	14
YNL270C	ALP1	14
YNL268W	LYP1	14
YNL267W	PIK1	14
YNL265C	IST1	14
YNL264C	PDR17	14
YNL263C	YIF1	14
YNL262W	POL2	14
YNL261W	ORC5	14
YNL260C	LTO1	14
YNL259C	ATX1	14
YNL258C	DSL1	14
YNL257C	SIP3	14
YNL256W	FOL1	14
YNL255C	GIS2	14
YNL254C	RTC4	14
YNL253W	TEX1	14
YNL252C	MRPL17	14
YNL251C	NRD1	14
YNL250W	RAD50	14
YNL248C	RPA49	14
YNL247W	CRS1	14
YNL246W	VPS75	14
YNL245C	CWC25	14
YNL244C	SUI1	14
YNL243W	SLA2	14
YNL242W	ATG2	14
YNL241C	ZWF1	14
YNL240C	NAR1	14
YNL239W	LAP3	14
YNL238W	KEX2	14
YNL237W	YTP1	14
YNL236W	SIN4	14
YNL234W		14
YNL233W	BNI4	14
YNL232W	CSL4	14
YNL231C	PDR16	14
YNL230C	ELA1	14
YNL229C	URE2	14
YNL227C	JJJ1	14
YNL225C	CNM67	14
YNL224C	SQS1	14
YNL223W	ATG4	14
YNL222W	SSU72	14
YNL221C	POP1	14
YNL220W	ADE12	14
YNL219C	ALG9	14
YNL218W	MGS1	14
YNL217W	PPN2	14
YNL216W	RAP1	14
YNL215W	IES2	14
YNL214W	PEX17	14
YNL213C	RRG9	14
YNL212W	VID27	14
YNL210W	MER1	14
YNL209W	SSB2	14
YNL208W		14
YNL207W	RIO2	14
YNL206C	RTT106	14
YNL204C	SPS18	14
YNL202W	SPS19	14
YNL201C	PSY2	14
YNL200C	NNR1	14
YNL199C	GCR2	14
YNL197C	WHI3	14
YNL196C	SLZ1	14
YNL194C		14
YNL192W	CHS1	14
YNL191W	DUG3	14
YNL190W		14
YNL189W	SRP1	14
YNL188W	KAR1	14
YNL187W	SWT21	14
YNL186W	UBP10	14
YNL185C	MRPL19	14
YNL183C	NPR1	14
YNL182C	IPI3	14
YNL180C	RHO5	14
YNL178W	RPS3	14
YNL177C	MRPL22	14
YNL176C	TDA7	14
YNL175C	NOP13	14
YNL173C	MDG1	14
YNL172W	APC1	14
YNL169C	PSD1	14
YNL167C	SKO1	14
YNL166C	BNI5	14
YNL164C	IBD2	14
YNL163C	RIA1	14
YNL162W	RPL42A	14
YNL161W	CBK1	14
YNL160W	YGP1	14
YNL159C	ASI2	14
YNL158W	PGA1	14
YNL157W	IGO1	14
YNL156C	NSG2	14
YNL155W	CUZ1	14
YNL154C	YCK2	14
YNL153C	GIM3	14
YNL152W	INN1	14
YNL151C	RPC31	14
YNL149C	PGA2	14
YNL148C	ALF1	14
YNL147W	LSM7	14
YNL145W	MFA2	14
YNL142W	MEP2	14
YNL141W	AAH1	14
YNL139C	THO2	14
YNL138W-A	YSF3	14
YNL138W	SRV2	14
YNL137C	NAM9	14
YNL136W	EAF7	14
YNL135C	FPR1	14
YNL134C		14
YNL133C	FYV6	14
YNL132W	KRE33	14
YNL131W	TOM22	14
YNL130C	CPT1	14
YNL129W	NRK1	14
YNL128W	TEP1	14
YNL127W	FAR11	14
YNL126W	SPC98	14
YNL125C	ESBP6	14
YNL124W	NAF1	14
YNL123W	NMA111	14
YNL122C	MRP35	14
YNL121C	TOM70	14
YNL119W	NCS2	14
YNL118C	DCP2	14
YNL117W	MLS1	14
YNL116W	DMA2	14
YNL113W	RPC19	14
YNL112W	DBP2	14
YNL111C	CYB5	14
YNL110C	NOP15	14
YNL108C		14
YNL107W	YAF9	14
YNL106C	INP52	14
YNL104C	LEU4	14
YNL103W	MET4	14
YNL102W	POL1	14
YNL101W	AVT4	14
YNL100W	MIC27	14
YNL099C	OCA1	14
YNL098C	RAS2	14
YNL097C	PHO23	14
YNL096C	RPS7B	14
YNL094W	APP1	14
YNL093W	YPT53	14
YNL092W		14
YNL091W	NST1	14
YNL090W	RHO2	14
YNL088W	TOP2	14
YNL087W	TCB2	14
YNL086W	SNN1	14
YNL085W	MKT1	14
YNL084C	END3	14
YNL082W	PMS1	14
YNL081C	SWS2	14
YNL080C	EOS1	14
YNL079C	TPM1	14
YNL078W	NIS1	14
YNL077W	APJ1	14
YNL076W	MKS1	14
YNL075W	IMP4	14
YNL074C	MLF3	14
YNL073W	MSK1	14
YNL072W	RNH201	14
YNL071W	LAT1	14
YNL070W	TOM7	14
YNL069C	RPL16B	14
YNL068C	FKH2	14
YNL067W	RPL9B	14
YNL066W	SUN4	14
YNL064C	YDJ1	14
YNL063W	MTQ1	14
YNL062C	GCD10	14
YNL061W	NOP2	14
YNL059C	ARP5	14
YNL056W	OCA2	14
YNL055C	POR1	14
YNL054W	VAC7	14
YNL053W	MSG5	14
YNL052W	COX5A	14
YNL051W	COG5	14
YNL049C	SFB2	14
YNL048W	ALG11	14
YNL047C	SLM2	14
YNL045W	LAP2	14
YNL044W	YIP3	14
YNL042W	BOP3	14
YNL041C	COG6	14
YNL040W		14
YNL039W	BDP1	14
YNL038W	GPI15	14
YNL037C	IDH1	14
YNL036W	NCE103	14
YNL035C		14
YNL020C	ARK1	14
YNL021W	HDA1	14
YNL022C	RCM1	14
YNL023C	FAP1	14
YNL024C-A	KSH1	14
YNL025C	SSN8	14
YNL026W	SAM50	14
YNL027W	CRZ1	14
YNL029C	KTR5	14
YNL030W	HHF2	14
YNL031C	HHT2	14
YNL032W	SIW14	14
YNL016W	PUB1	14
YNL015W	PBI2	14
YNL014W	HEF3	14
YNL012W	SPO1	14
YNL010W	PYP1	14
YNL009W	IDP3	14
YNL008C	ASI3	14
YNL007C	SIS1	14
YNL006W	LST8	14
YNL005C	MRP7	14
YNL004W	HRB1	14
YNL003C	PET8	14
YNL002C	RLP7	14
YNL001W	DOM34	14
YNR001C	CIT1	14
YNR002C	ATO2	14
YNR003C	RPC34	14
YNR004W	SWM2	14
YNR006W	VPS27	14
YNR007C	ATG3	14
YNR008W	LRO1	14
YNR009W	NRM1	14
YNR010W	CSE2	14
YNR011C	PRP2	14
YNR012W	URK1	14
YNR013C	PHO91	14
YNR015W	SMM1	14
YNR016C	ACC1	14
YNR017W	TIM23	14
YNR018W	RCF2	14
YNR019W	ARE2	14
YNR022C	MRPL50	14
YNR023W	SNF12	14
YNR024W	MPP6	14
YNR026C	SEC12	14
YNR027W	BUD17	14
YNR028W	CPR8	14
YNR030W	ALG12	14
YNR031C	SSK2	14
YNR032W	PPG1	14
YNR032C-A	HUB1	14
YNR033W	ABZ1	14
YNR034W	SOL1	14
YNR034W-A	EGO4	14
YNR035C	ARC35	14
YNR036C	MRPS12	14
YNR037C	RSM19	14
YNR038W	DBP6	14
YNR039C	ZRG17	14
YNR040W	MRX15	14
YNR041C	COQ2	14
YNR043W	MVD1	14
YNR044W	AGA1	14
YNR045W	PET494	14
YNR046W	TRM112	14
YNR047W	FPK1	14
YNR048W		14
YNR050C	LYS9	14
YNR051C	BRE5	14
YNR052C	POP2	14
YNR053C	NOG2	14
YNR054C	ESF2	14
YNR055C	HOL1	14
YNR057C	BIO4	14
YNR058W	BIO3	14
YNR059W	MNT4	14
YNR060W	FRE4	14
YNR061C		14
YNR063W	PUL4	14
YNR064C		14
YNR067C	DSE4	14
YNR072W	HXT17	14
YNR073C	MAN2	14
YNR074C	AIF1	14
YNR075W	COS10	14
YOL161C	PAU20	14
YKL222C		11
YKL221W	MCH2	11
YKL220C	FRE2	11
YKL219W	COS9	11
YKL218C	SRY1	11
YKL217W	JEN1	11
YKL216W	URA1	11
YKL215C	OXP1	11
YKL214C	YRA2	11
YKL213C	DOA1	11
YKL212W	SAC1	11
YKL211C	TRP3	11
YKL210W	UBA1	11
YKL209C	STE6	11
YKL208W	CBT1	11
YKL207W	EMC3	11
YKL206C	ADD66	11
YKL205W	LOS1	11
YKL204W	EAP1	11
YKL203C	TOR2	11
YKL201C	MNN4	11
YKL198C	PTK1	11
YKL197C	PEX1	11
YKL196C	YKT6	11
YKL195W	MIA40	11
YKL194C	MST1	11
YKL193C	SDS22	11
YKL192C	ACP1	11
YKL191W	DPH2	11
YKL190W	CNB1	11
YKL189W	HYM1	11
YKL188C	PXA2	11
YKL187C	FAT3	11
YKL186C	MTR2	11
YKL185W	ASH1	11
YKL184W	SPE1	11
YKL183W	LOT5	11
YKL182W	FAS1	11
YKL181W	PRS1	11
YKL180W	RPL17A	11
YKL179C	COY1	11
YKL178C	STE3	11
YKL176C	LST4	11
YKL175W	ZRT3	11
YKL174C	TPO5	11
YKL173W	SNU114	11
YKL172W	EBP2	11
YKL171W	NNK1	11
YKL170W	MRPL38	11
YKL168C	KKQ8	11
YKL167C	MRP49	11
YKL166C	TPK3	11
YKL165C	MCD4	11
YKL164C	PIR1	11
YKL163W	PIR3	11
YKL160W	ELF1	11
YKL159C	RCN1	11
YKL157W	APE2	11
YKL156W	RPS27A	11
YKL155C	RSM22	11
YKL154W	SRP102	11
YKL152C	GPM1	11
YKL151C	NNR2	11
YKL150W	MCR1	11
YKL149C	DBR1	11
YKL148C	SDH1	11
YKL146W	AVT3	11
YKL145W	RPT1	11
YKL144C	RPC25	11
YKL143W	LTV1	11
YKL142W	MRP8	11
YKL141W	SDH3	11
YKL140W	TGL1	11
YKL139W	CTK1	11
YKL138C-A	HSK3	11
YKL138C	MRPL31	11
YKL137W	CMC1	11
YKL135C	APL2	11
YKL134C	OCT1	11
YKL132C	RMA1	11
YKL130C	SHE2	11
YKL129C	MYO3	11
YKL128C	PMU1	11
YKL127W	PGM1	11
YKL126W	YPK1	11
YKL125W	RRN3	11
YKL124W	SSH4	11
YKL122C	SRP21	11
YKL120W	OAC1	11
YKL119C	VPH2	11
YKL117W	SBA1	11
YKL116C	PRR1	11
YKL114C	APN1	11
YKL113C	RAD27	11
YKL112W	ABF1	11
YKL110C	KTI12	11
YKL109W	HAP4	11
YKL108W	SLD2	11
YKL107W		11
YKL106W	AAT1	11
YKL105C	SEG2	11
YKL104C	GFA1	11
YKL104W-A		11
YKL103C	APE1	11
YKL101W	HSL1	11
YKL100C	YPF1	11
YKL099C	UTP11	11
YKL098W	MTC2	11
YKL096W-A	CWP2	11
YKL096W	CWP1	11
YKL095W	YJU2	11
YKL094W	YJU3	11
YKL093W	MBR1	11
YKL092C	BUD2	11
YKL091C		11
YKL090W	CUE2	11
YKL089W	MIF2	11
YKL088W	CAB3	11
YKL087C	CYT2	11
YKL086W	SRX1	11
YKL085W	MDH1	11
YKL084W	HOT13	11
YKL082C	RRP14	11
YKL081W	TEF4	11
YKL080W	VMA5	11
YKL079W	SMY1	11
YKL078W	DHR2	11
YKL077W	PSG1	11
YKL074C	MUD2	11
YKL073W	LHS1	11
YKL072W	STB6	11
YKL071W		11
YKL069W		11
YKL068W	NUP100	11
YKL067W	YNK1	11
YKL065W-A	DPC7	11
YKL065C	YET1	11
YKL064W	MNR2	11
YKL062W	MSN4	11
YKL061W	BLI1	11
YKL060C	FBA1	11
YKL059C	MPE1	11
YKL058W	TOA2	11
YKL057C	NUP120	11
YKL056C	TMA19	11
YKL055C	OAR1	11
YKL054C	DEF1	11
YKL053C-A	MDM35	11
YKL052C	ASK1	11
YKL051W	SFK1	11
YKL050C		11
YKL049C	CSE4	11
YKL048C	ELM1	11
YKL047W	ANR2	11
YKL046C	DCW1	11
YKL045W	PRI2	11
YKL044W	MMO1	11
YKL043W	PHD1	11
YKL042W	SPC42	11
YKL041W	VPS24	11
YKL040C	NFU1	11
YKL039W	PTM1	11
YKL038W	RGT1	11
YKL037W	AIM26	11
YKL035W	UGP1	11
YKL034W	TUL1	11
YKL033W-A		11
YKL033W	TTI1	11
YKL032C	IXR1	11
YKL029C	MAE1	11
YKL028W	TFA1	11
YKL027W	TCD2	11
YKL026C	GPX1	11
YKL025C	PAN3	11
YKL024C	URA6	11
YKL023C-A	MIN9	11
YKL023W	SKA1	11
YKL022C	CDC16	11
YKL021C	MAK11	11
YKL020C	SPT23	11
YKL019W	RAM2	11
YKL018W	SWD2	11
YKL017C	HCS1	11
YKL016C	ATP7	11
YKL015W	PUT3	11
YKL014C	URB1	11
YKL013C	ARC19	11
YKL012W	PRP40	11
YKL011C	CCE1	11
YKL010C	UFD4	11
YKL009W	MRT4	11
YKL008C	LAC1	11
YKL007W	CAP1	11
YKL006C-A	SFT1	11
YKL006W	RPL14A	11
YKL005C	BYE1	11
YKL004W	AUR1	11
YKL003C	MRP17	11
YKL002W	DID4	11
YKL001C	MET14	11
YKR001C	VPS1	11
YKR002W	PAP1	11
YKR003W	OSH6	11
YKR004C	ECM9	11
YKR006C	MRPL13	11
YKR007W	MEH1	11
YKR008W	RSC4	11
YKR009C	FOX2	11
YKR010C	TOF2	11
YKR011C		11
YKR013W	PRY2	11
YKR014C	YPT52	11
YKR017C	HEL1	11
YKR018C		11
YKR019C	IRS4	11
YKR020W	VPS51	11
YKR021W	ALY1	11
YKR022C	NTR2	11
YKR023W	RQT4	11
YKR024C	DBP7	11
YKR025W	RPC37	11
YKR026C	GCN3	11
YKR027W	BCH2	11
YKR028W	SAP190	11
YKR029C	SET3	11
YKR030W	GMH1	11
YKR031C	SPO14	11
YKR034W	DAL80	11
YKR035W-A	DID2	11
YKR036C	CAF4	11
YKR037C	SPC34	11
YKR038C	KAE1	11
YKR039W	GAP1	11
YKR041W		11
YKR042W	UTH1	11
YKR043C	SHB17	11
YKR044W	UIP5	11
YKR046C	PLN1	11
YKR048C	NAP1	11
YKR049C	FMP46	11
YKR050W	TRK2	11
YKR051W	HFL1	11
YKR052C	MRS4	11
YKR053C	YSR3	11
YKR054C	DYN1	11
YKR055W	RHO4	11
YKR057W	RPS21A	11
YKR058W	GLG1	11
YKR059W	TIF1	11
YKR060W	UTP30	11
YKR061W	KTR2	11
YKR062W	TFA2	11
YKR063C	LAS1	11
YKR064W	OAF3	11
YKR065C	PAM17	11
YKR066C	CCP1	11
YKR067W	GPT2	11
YKR068C	BET3	11
YKR071C	DRE2	11
YKR072C	SIS2	11
YKR074W	AIM29	11
YKR076W	ECM4	11
YKR077W	MSA2	11
YKR078W		11
YKR079C	TRZ1	11
YKR080W	MTD1	11
YKR081C	RPF2	11
YKR082W	NUP133	11
YKR083C	DAD2	11
YKR084C	HBS1	11
YKR085C	MRPL20	11
YKR086W	PRP16	11
YKR087C	OMA1	11
YKR088C	TVP38	11
YKR089C	TGL4	11
YKR090W	PXL1	11
YKR091W	SRL3	11
YKR092C	SRP40	11
YKR093W	PTR2	11
YKR094C	RPL40B	11
YKR095W	MLP1	11
YKR095W-A	PCC1	11
YKR096W	ESL2	11
YKR097W	PCK1	11
YKR098C	UBP11	11
YKR099W	BAS1	11
YKR100C	SKG1	11
YKR101W	SIR1	11
YCL073C	GEX1	11
YOR256C	TRE2	15
YOR257W	CDC31	15
YOR258W	HNT3	15
YOR259C	RPT4	15
YOR260W	GCD1	15
YOR261C	RPN8	15
YOR262W	GPN2	15
YOR264W	DSE3	15
YOR265W	RBL2	15
YOR266W	PNT1	15
YOR267C	HRK1	15
YOR269W	PAC1	15
YOR270C	VPH1	15
YOR272W	YTM1	15
YOR273C	TPO4	15
YOR274W	MOD5	15
YOR275C	RIM20	15
YOR276W	CAF20	15
YOR278W	HEM4	15
YOR279C	RFM1	15
YOR280C	FSH3	15
YOR281C	PLP2	15
YOR283W		15
YOR284W	HUA2	15
YOR285W	RDL1	15
YOR286W	RDL2	15
YOR287C	RRP36	15
YOR288C	MPD1	15
YOR290C	SNF2	15
YOR291W	YPK9	15
YOR293W	RPS10A	15
YOR294W	RRS1	15
YOR295W	UAF30	15
YOR297C	TIM18	15
YOR298W	MUM3	15
YOR298C-A	MBF1	15
YOR299W	BUD7	15
YOR301W	RAX1	15
YOR302W		15
YOR303W	CPA1	15
YOR304W	ISW2	15
YOR304C-A	BIL1	15
YOR305W	RRG7	15
YOR306C	MCH5	15
YOR307C	SLY41	15
YOR308C	SNU66	15
YOR310C	NOP58	15
YOR311C	DGK1	15
YOR312C	RPL20B	15
YOR313C	SPS4	15
YOR315W	SFG1	15
YOR316C	COT1	15
YOR317W	FAA1	15
YOR319W	HSH49	15
YOR320C	GNT1	15
YOR321W	PMT3	15
YOR322C	LDB19	15
YOR323C	PRO2	15
YOR324C	FRT1	15
YOR326W	MYO2	15
YOR327C	SNC2	15
YOR328W	PDR10	15
YOR329C	SCD5	15
YOR330C	MIP1	15
YOR332W	VMA4	15
YOR334W	MRS2	15
YOR335C	ALA1	15
YOR336W	KRE5	15
YOR337W	TEA1	15
YOR339C	UBC11	15
YOR340C	RPA43	15
YOR341W	RPA190	15
YOR342C		15
YOR344C	TYE7	15
YOR346W	REV1	15
YOR347C	PYK2	15
YOR348C	PUT4	15
YOR349W	CIN1	15
YOR350C	MNE1	15
YOR351C	MEK1	15
YOR352W	TFB6	15
YOR353C	SOG2	15
YOR354C	MSC6	15
YOR355W	GDS1	15
YOR356W	CIR2	15
YOR357C	SNX3	15
YOR358W	HAP5	15
YOR359W	VTS1	15
YOR360C	PDE2	15
YOR361C	PRT1	15
YOR362C	PRE10	15
YOR363C	PIP2	15
YOR367W	SCP1	15
YOR368W	RAD17	15
YOR369C	RPS12	15
YOR370C	MRS6	15
YOR371C	GPB1	15
YOR372C	NDD1	15
YOR373W	NUD1	15
YOR374W	ALD4	15
YOR375C	GDH1	15
YOR377W	ATF1	15
YOR378W	AMF1	15
YOR380W	RDR1	15
YOR381W	FRE3	15
YOR382W	FIT2	15
YOR383C	FIT3	15
YOR384W	FRE5	15
YOR386W	PHR1	15
YPL279C	FEX2	15
YMR322C	SNO4	15
YPL280W	HSP32	15
YOR393W	ERR1	15
YPL281C	ERR2	15
YMR325W	PAU19	15
YOR254C	SEC63	15
YOR253W	NAT5	15
YOR252W	TMA16	15
YOR251C	TUM1	15
YOR250C	CLP1	15
YMR325W	PAU19	16
YMR322C	SNO4	16
YOR390W	FEX1	16
YOR388C	FDH1	16
YPL273W	SAM4	16
YPL271W	ATP15	16
YPL270W	MDL2	16
YPL269W	KAR9	16
YPL268W	PLC1	16
YPL267W	ACM1	16
YPL266W	DIM1	16
YPL265W	DIP5	16
YPL263C	KEL3	16
YPL262W	FUM1	16
YPL260W	CUB1	16
YPL259C	APM1	16
YPL258C	THI21	16
YPL256C	CLN2	16
YPL254W	HFI1	16
YPL253C	VIK1	16
YPL252C	YAH1	16
YPL250C	ATG41	16
YPL249C-A	RPL36B	16
YPL249C	GYP5	16
YPL248C	GAL4	16
YPL246C	RBD2	16
YPL244C	HUT1	16
YPL243W	SRP68	16
YPL242C	IQG1	16
YPL241C	CIN2	16
YPL240C	HSP82	16
YPL239W	YAR1	16
YPL237W	SUI3	16
YPL236C	ENV7	16
YPL235W	RVB2	16
YPL234C	VMA11	16
YPL233W	NSL1	16
YPL232W	SSO1	16
YPL231W	FAS2	16
YPL230W	USV1	16
YPL228W	CET1	16
YPL227C	ALG5	16
YPL226W	NEW1	16
YPL225W		16
YPL224C	MMT2	16
YPL223C	GRE1	16
YPL221W	FLC1	16
YPL220W	RPL1A	16
YPL219W	PCL8	16
YPL218W	SAR1	16
YPL217C	BMS1	16
YPL215W	CBP3	16
YPL214C	THI6	16
YPL213W	LEA1	16
YPL212C	PUS1	16
YPL211W	NIP7	16
YPL210C	SRP72	16
YPL209C	IPL1	16
YPL208W	RKM1	16
YPL207W	TYW1	16
YPL206C	PGC1	16
YPL204W	HRR25	16
YPL203W	TPK2	16
YPL202C	AFT2	16
YPL201C	YIG1	16
YPL200W	CSM4	16
YPL199C		16
YPL198W	RPL7B	16
YPL196W	OXR1	16
YPL195W	APL5	16
YPL194W	DDC1	16
YPL193W	RSA1	16
YPL192C	PRM3	16
YPL191C		16
YPL190C	NAB3	16
YPL189C-A	COA2	16
YPL189W	GUP2	16
YPL188W	POS5	16
YPL186C	UIP4	16
YPL184C	MRN1	16
YPL183W-A	RTC6	16
YPL183C	RTT10	16
YPL181W	CTI6	16
YPL180W	TCO89	16
YPL179W	PPQ1	16
YPL178W	CBC2	16
YPL177C	CUP9	16
YPL176C	TRE1	16
YPL175W	SPT14	16
YPL174C	NIP100	16
YPL173W	MRPL40	16
YPL172C	COX10	16
YPL171C	OYE3	16
YPL170W	DAP1	16
YPL169C	MEX67	16
YPL167C	REV3	16
YPL166W	ATG29	16
YPL165C	SET6	16
YPL164C	MLH3	16
YPL163C	SVS1	16
YPL161C	BEM4	16
YPL160W	CDC60	16
YPL159C	PET20	16
YPL158C	AIM44	16
YPL157W	TGS1	16
YPL156C	PRM4	16
YPL155C	KIP2	16
YPL154C	PEP4	16
YPL153C	RAD53	16
YPL152W	RRD2	16
YPL151C	PRP46	16
YPL149W	ATG5	16
YPL148C	PPT2	16
YPL147W	PXA1	16
YPL146C	NOP53	16
YPL145C	KES1	16
YPL144W	POC4	16
YPL143W	RPL33A	16
YPL141C	FRK1	16
YPL140C	MKK2	16
YPL139C	UME1	16
YPL138C	SPP1	16
YPL137C	GIP3	16
YPL135W	ISU1	16
YPL134C	ODC1	16
YPL133C	RDS2	16
YPL132W	COX11	16
YPL131W	RPL5	16
YPL130W	SPO19	16
YPL129W	TAF14	16
YPL128C	TBF1	16
YPL127C	HHO1	16
YPL126W	NAN1	16
YPL125W	KAP120	16
YPL124W	SPC29	16
YPL123C	RNY1	16
YPL122C	TFB2	16
YPL121C	MEI5	16
YPL120W	VPS30	16
YPL119C	DBP1	16
YPL118W	MRP51	16
YPL117C	IDI1	16
YPL116W	HOS3	16
YPL115C	BEM3	16
YPL113C		16
YPL112C	PEX25	16
YPL111W	CAR1	16
YPL110C	GDE1	16
YPL106C	SSE1	16
YPL105C	SYH1	16
YPL104W	MSD1	16
YPL103C	FMP30	16
YPL101W	ELP4	16
YPL100W	ATG21	16
YPL099C	INA17	16
YPL098C	MGR2	16
YPL097W	MSY1	16
YPL096C-A	ERI1	16
YPL096W	PNG1	16
YPL095C	EEB1	16
YPL094C	SEC62	16
YPL093W	NOG1	16
YPL092W	SSU1	16
YPL091W	GLR1	16
YPL090C	RPS6A	16
YPL089C	RLM1	16
YPL087W	YDC1	16
YPL086C	ELP3	16
YPL085W	SEC16	16
YPL084W	BRO1	16
YPL083C	SEN54	16
YPL082C	MOT1	16
YPL081W	RPS9A	16
YPL079W	RPL21B	16
YPL078C	ATP4	16
YPL076W	GPI2	16
YPL075W	GCR1	16
YPL074W	YTA6	16
YPL072W	UBP16	16
YPL070W	MUK1	16
YPL069C	BTS1	16
YPL066W	RGL1	16
YPL065W	VPS28	16
YPL064C	CWC27	16
YPL063W	TIM50	16
YPL061W	ALD6	16
YPL060W	MFM1	16
YPL059W	GRX5	16
YPL058C	PDR12	16
YPL057C	SUR1	16
YPL055C	LGE1	16
YPL054W	LEE1	16
YPL053C	KTR6	16
YPL052W	OAZ1	16
YPL051W	ARL3	16
YPL050C	MNN9	16
YPL049C	DIG1	16
YPL048W	CAM1	16
YPL047W	SGF11	16
YPL046C	ELC1	16
YPL045W	VPS16	16
YPL043W	NOP4	16
YPL042C	SSN3	16
YPL040C	ISM1	16
YPL038W	MET31	16
YPL037C	EGD1	16
YPL036W	PMA2	16
YPL033C	SRL4	16
YPL032C	SVL3	16
YPL031C	PHO85	16
YPL030W	TRM44	16
YPL029W	SUV3	16
YPL028W	ERG10	16
YPL027W	SMA1	16
YPL026C	SKS1	16
YPL024W	RMI1	16
YPL023C	MET12	16
YPL022W	RAD1	16
YPL021W	ECM23	16
YPL020C	ULP1	16
YPL019C	VTC3	16
YPL018W	CTF19	16
YPL017C	IRC15	16
YPL016W	SWI1	16
YPL015C	HST2	16
YPL014W	CIP1	16
YPL013C	MRPS16	16
YPL012W	RRP12	16
YPL011C	TAF3	16
YPL010W	RET3	16
YPL009C	RQC2	16
YPL008W	CHL1	16
YPL007C	TFC8	16
YPL006W	NCR1	16
YPL005W	AEP3	16
YPL004C	LSP1	16
YPL003W	ULA1	16
YPL002C	SNF8	16
YPL001W	HAT1	16
YPR001W	CIT3	16
YPR002W	PDH1	16
YPR005C	HAL1	16
YPR006C	ICL2	16
YPR007C	REC8	16
YPR008W	HAA1	16
YPR009W	SUT2	16
YPR010C	RPA135	16
YPR010C-A	MIN8	16
YPR011C	MRX21	16
YPR016C	TIF6	16
YPR017C	DSS4	16
YPR018W	RLF2	16
YPR019W	MCM4	16
YPR020W	ATP20	16
YPR021C	AGC1	16
YPR022C	SDD4	16
YPR023C	EAF3	16
YPR024W	YME1	16
YPR025C	CCL1	16
YPR026W	ATH1	16
YPR028W	YOP1	16
YPR029C	APL4	16
YPR030W	CSR2	16
YPR031W	NTO1	16
YPR032W	SRO7	16
YPR033C	HTS1	16
YPR034W	ARP7	16
YPR035W	GLN1	16
YPR036W	VMA13	16
YPR036W-A	SPO24	16
YPR037C	ERV2	16
YPR040W	TIP41	16
YPR041W	TIF5	16
YPR042C	PUF2	16
YPR043W	RPL43A	16
YPR045C	THP3	16
YPR046W	MCM16	16
YPR047W	MSF1	16
YPR048W	TAH18	16
YPR049C	ATG11	16
YPR051W	MAK3	16
YPR052C	NHP6A	16
YPR054W	SMK1	16
YPR055W	SEC8	16
YPR056W	TFB4	16
YPR057W	BRR1	16
YPR058W	YMC1	16
YPR060C	ARO7	16
YPR061C	JID1	16
YPR062W	FCY1	16
YPR065W	ROX1	16
YPR066W	UBA3	16
YPR067W	ISA2	16
YPR068C	HOS1	16
YPR069C	SPE3	16
YPR070W	MED1	16
YPR072W	NOT5	16
YPR073C	LTP1	16
YPR074C	TKL1	16
YPR075C	OPY2	16
YPR079W	MRL1	16
YPR080W	TEF1	16
YPR081C	GRS2	16
YPR082C	DIB1	16
YPR083W	MDM36	16
YPR085C	ASA1	16
YPR086W	SUA7	16
YPR088C	SRP54	16
YPR091C	NVJ2	16
YPR093C	ASR1	16
YPR094W	RDS3	16
YPR095C	SYT1	16
YPR097W		16
YPR098C	TMH18	16
YPR099C		16
YPR100W	MRPL51	16
YPR101W	SNT309	16
YPR102C	RPL11A	16
YPR103W	PRE2	16
YPR104C	FHL1	16
YPR105C	COG4	16
YPR106W	ISR1	16
YPR107C	YTH1	16
YPR108W	RPN7	16
YPR109W	GLD1	16
YPR110C	RPC40	16
YPR111W	DBF20	16
YPR112C	MRD1	16
YPR113W	PIS1	16
YPR115W	RGC1	16
YPR116W	RRG8	16
YPR118W	MRI1	16
YPR119W	CLB2	16
YPR120C	CLB5	16
YPR121W	THI22	16
YPR122W	AXL1	16
YPR124W	CTR1	16
YPR125W	YLH47	16
YPR127W		16
YPR128C	ANT1	16
YPR129W	SCD6	16
YPR131C	NAT3	16
YPR132W	RPS23B	16
YPR133C	SPN1	16
YPR133W-A	TOM5	16
YPR134W	MSS18	16
YPR135W	CTF4	16
YPR137W	RRP9	16
YPR138C	MEP3	16
YPR139C	LOA1	16
YPR140W	TAZ1	16
YPR141C	KAR3	16
YPR143W	RRP15	16
